file, line number,spanish prep found,index of spanish prep,code,original Spanish,original English,Column1
bettercallsaul.txt,1825,por,,ID,Por favor.,Please man.,
bettercallsaul.txt,1875,por,,ID,Por favor no.,Please no.,
bettercallsaul.txt,1900,por,,ID,Por favor no.,Please no.,
bettercallsaul.txt,1925,por,,ID,Por favor hombre.,Please.,
bettercallsaul.txt,1950,por,,ID,Por favor hombre.,Please man.,
bettercallsaul.txt,1995,de,,MO,De acuerdo.,Okay.,
bettercallsaul.txt,2077,a,,DE,Necesito saber a dÛnde va.,I need to know where he is going.,
bettercallsaul.txt,2152,a,,XXXX,Necesito saber qu√© va a hacer antes de que lo haga.,I need to know what he's going to do before he does it.,
bettercallsaul.txt,2170,de,,RT,Necesito saber quÈ va a hacer antes de que lo haga.,I need to know what he's going to do before he does it.,
bettercallsaul.txt,2245,de,,TO,"SÛlo habla de un tipo Werner Ziegler. Y de un gringo ""Michael"".",He just keeps talking about some guy named Werner Ziegler and some gringo Michael.,
bettercallsaul.txt,2392,con,,CO,Mi padre no tiene nada que ver con esto.,My father has nothing to do with this.,
bettercallsaul.txt,2441,en,,TO,HarÈ que confÌe en mÌ.,I'll make him trust me.,
bettercallsaul.txt,2576,para,,PU,"Un seÒor Bertram Moran conocido como ""B-Mo"" dice que usted lo buscÛ para comprar narcÛticos cuando de hecho usted estaba disfrutando de un Big Gulp en el parque cuando se acercÛ a usted para venderle algo.","Uh a Mr. Bertram Moran AKA ""B-Mo"" claims that you solicited him for the purchase of narcotics when in fact you were simply enjoying a Big Gulp in the park when he approached and attempted to sell to you.",
bettercallsaul.txt,2591,en,,SS,"Un seÒor Bertram Moran conocido como ""B-Mo"" dice que usted lo buscÛ para comprar narcÛticos cuando de hecho usted estaba disfrutando de un Big Gulp en el parque cuando se acercÛ a usted para venderle algo.","Uh a Mr. Bertram Moran AKA ""B-Mo"" claims that you solicited him for the purchase of narcotics when in fact you were simply enjoying a Big Gulp in the park when he approached and attempted to sell to you.",
bettercallsaul.txt,2591,para,,PU,"Un seÒor Bertram Moran conocido como ""B-Mo"" dice que usted lo buscÛ para comprar narcÛticos cuando de hecho usted estaba disfrutando de un Big Gulp en el parque cuando se acercÛ a usted para venderle algo.","Uh a Mr. Bertram Moran AKA ""B-Mo"" claims that you solicited him for the purchase of narcotics when in fact you were simply enjoying a Big Gulp in the park when he approached and attempted to sell to you.",
bettercallsaul.txt,2595,de,,MO,"Un seÒor Bertram Moran conocido como ""B-Mo"" dice que usted lo buscÛ para comprar narcÛticos cuando de hecho usted estaba disfrutando de un Big Gulp en el parque cuando se acercÛ a usted para venderle algo.","Uh a Mr. Bertram Moran AKA ""B-Mo"" claims that you solicited him for the purchase of narcotics when in fact you were simply enjoying a Big Gulp in the park when he approached and attempted to sell to you.",
bettercallsaul.txt,2745,de,,SP,Le devolverÈ algunos de Èsos al seÒor Nguyen.,I'm gonna take some of those back to Mrs. Nguyen's.,
bettercallsaul.txt,2746,al,,DE,Le devolverÈ algunos de Èsos al seÒor Nguyen.,I'm gonna take some of those back to Mrs. Nguyen's.,
bettercallsaul.txt,2825,por,,ID,Por Dios.,Geez.,
bettercallsaul.txt,2870,de,,SP,"Hablaba mucho. Oye øy cÛmo va ""Cold Finger"" la mente maestra de los minirefrigeradores?","Chatty one. So uh hey how's it going with uh ""Cold Finger"" the mini-fridge mastermind?",
bettercallsaul.txt,2876,para,,PU,øYa tienes fecha para juicio?,You get a trial date yet?,
bettercallsaul.txt,3001,para,,RE,Saul Goodman justicia veloz para ti. SÌ seÒorita.,Saul Goodman speedy justice for you. Yes Miss I... Uh-huh.,
bettercallsaul.txt,3150,por,,ST,Kim øcena y pelÌcula hoy por la noche?,Kim how about dinner and a movie tonight?,
bettercallsaul.txt,3191,en,,SP,Yo... Scampi y Scorsese porque hay Fuera de horario en el Canal de PelÌculas cl·sicas.,"I'm... Scampi and Scorsese 'cause they got ""After Hours"" on the Classic Movie Channel.",
bettercallsaul.txt,3191,de,,RT,Yo... Scampi y Scorsese porque hay Fuera de horario en el Canal de PelÌculas cl·sicas.,"I'm... Scampi and Scorsese 'cause they got ""After Hours"" on the Classic Movie Channel.",
bettercallsaul.txt,3195,de,,SP,Yo... Scampi y Scorsese porque hay Fuera de horario en el Canal de PelÌculas cl·sicas.,"I'm... Scampi and Scorsese 'cause they got ""After Hours"" on the Classic Movie Channel.",
bettercallsaul.txt,3247,hasta,,IT,Quiz· tenga que trabajar hasta tarde.,I might need to stay late.,
bettercallsaul.txt,3395,de,,TO,øDijo algo de una minivan?,Something about a minivan?,
bettercallsaul.txt,3477,a,,RS,Est· a tres cuadras de aquÌ.,It's just three blocks from here.,
bettercallsaul.txt,3495,de,,RS,Est· a tres cuadras de aquÌ.,It's just three blocks from here.,
bettercallsaul.txt,3527,a,,PU,SÈ que debes ir a trabajar.,I know you got to get to work.,
bettercallsaul.txt,3570,de,,MO,SÛlo tomar· un par de minutos.,This'll only take a couple minutes.,
bettercallsaul.txt,3575,por,,ID,Por favor.,Please.,
bettercallsaul.txt,3645,de,,MO,Si vamos ahora terminaremos asÌ de r·pido.,If we go right now it'll be over like that.,
bettercallsaul.txt,3650,por,,ID,øPor dÛnde?,Which way?,
bettercallsaul.txt,3677,a,,RS,A la derecha.,Take a right.,
bettercallsaul.txt,3827,a,,XXXX,Jimmy no vamos a comprar una casa.,Jimmy we're not buying a house.,
bettercallsaul.txt,3875,por,,IS,PasÈ por aquÌ hace como una semana y me da curiosidad.,I drove by this place like a week ago and I'm curious.,
bettercallsaul.txt,4245,de,,MO,De acuerdo.,Alright.,
bettercallsaul.txt,4320,de,,SP,Hay un libro de visitas justo ahÌ.,There's a guest book right over here.,
bettercallsaul.txt,4370,de,,MO,øPodemos hacerlo de salida?,Um could we do that on our way out?,
bettercallsaul.txt,4541,en,,SS,Mira todo este espacio en los muros.,Man look at all this wall space.,
bettercallsaul.txt,4570,de,,SP,Imagina una televisiÛn de plasma montada justo ahÌ. Una de esas nuevas que son enormes.,Imagine a plasma TV mounted right there one of the huge new ones.,
bettercallsaul.txt,4602,a,,PU,PodrÌamos invitar a amigos a ver pelÌculas.,We could host movie nights.,
bettercallsaul.txt,4627,a,,MO,Sillones cÛmodos olor a palomitas de maÌz aire y... Y mira estas barras.,Some comfy chairs and smell of popcorn in the air and... and... check out these countertops.,answers the question como?
bettercallsaul.txt,4645,de,,SP,Sillones cÛmodos olor a palomitas de maÌz aire y... Y mira estas barras.,Some comfy chairs and smell of popcorn in the air and... and... check out these countertops.,
bettercallsaul.txt,4726,para,,PU,En alg˙n lugar leÌ que es bueno para sanar.,I-I read somewhere that it's good for healing.,
bettercallsaul.txt,4741,en,,SS,En alg˙n lugar leÌ que es bueno para sanar.,I-I read somewhere that it's good for healing.,
bettercallsaul.txt,4751,para,,PU,Muy bueno para sanar.,Mm so good for healing.,
bettercallsaul.txt,4775,por,,DI,"øRecuerdas eso de ""50 por ciento de descuento"" que dije que no harÌa?",Hey you know that uh 50%-off thing I said I wouldn't do?,
bettercallsaul.txt,4795,de,,TO,"øRecuerdas eso de ""50 por ciento de descuento"" que dije que no harÌa?",Hey you know that uh 50%-off thing I said I wouldn't do?,
bettercallsaul.txt,4925,por,,CA,No har·n nada por un est˙pido descuento.,They're not gonna do anything 'cause of some stupid discount.,
bettercallsaul.txt,5025,por,,TO,øLo dices por el de las neveras?,You're talking about the fridge guy?,
bettercallsaul.txt,5045,de,,SP,øLo dices por el de las neveras?,You're talking about the fridge guy?,
bettercallsaul.txt,5095,de,,TO,Hablo de todos mis clientes.,I mean all my clients.,
bettercallsaul.txt,5125,por,,ID,Por supuesto.,Absolutely.,
bettercallsaul.txt,5152,a,,XXXX,No volver√° a pasar.,Never again.,
bettercallsaul.txt,5175,por,,ID,Por Dios.,Oh my God.,
bettercallsaul.txt,5220,de,,SP,√âste es el clÛset de tus sueÒos.,This is the closet of your dreams.,
bettercallsaul.txt,5370,de,,SP,Tiene chorros de agua.,Oh there's jets too.,
bettercallsaul.txt,5420,de,,MO,Eso serÌa maravilloso despuÈs de un largo dÌa de trabajo.,That'd be so nice after a long day on our feet.,
bettercallsaul.txt,5451,para,,PU,Y tiene dos lavamanos. Hay mucho espacio para cepillarse.,And two sinks so plenty of room for brushing.,
bettercallsaul.txt,5476,para,,PU,Y para escupir.,And spitting.,
bettercallsaul.txt,5641,en,,MO,øPero cÛmo se pone en marcha?,But uh how do you get it going?,
bettercallsaul.txt,5670,de,,SP,Quiz· est· cerrado el paso de agua.,Maybe the water's shut off.,
bettercallsaul.txt,6020,de,,SP,Es una soluciÛn de vitaminas.,It's just a vitamin solution.,
bettercallsaul.txt,6045,de,,MO,Es de moras su favorito.,It's Very-Berry his favorite.,
bettercallsaul.txt,6295,de,,,No sÈ cÛmo estÈs de trabajo estos dÌas.,I don't know what your work schedule is like these days.,
bettercallsaul.txt,6345,de,,,Acaban de llamarme.,Well I just got called in.,
bettercallsaul.txt,6425,por,,ID,Por supuesto.,Positive.,
bettercallsaul.txt,6477,a,,ST,øA quÈ hora me necesitas?,What time do you need me there?,
bettercallsaul.txt,6566,en,,IS,Voy en camino.,On the way.,
bettercallsaul.txt,6720,de,,,PensÈ que podÌamos terminar de arreglar la escalera de la casita del ·rbol.,I thought we'd finish fixing the ladder on the tree house.,
bettercallsaul.txt,6845,de,,MO,No de ninguna manera.,Oh not a chance of that.,
bettercallsaul.txt,6870,de,,SP,Debe aprenderse las tablas de multiplicar.,She's gotta learn her times tables.,
bettercallsaul.txt,6891,en,,SP,Va en la de siete.,She's on the sevens.,
bettercallsaul.txt,6895,de,,SP,Va en la de siete.,She's on the sevens.,
bettercallsaul.txt,6941,en,,SS,Hay lasaÒa en el horno. Debo llegar antes de la hora de dormir.,There's lasagna in the oven and I should be back before bedtime.,
bettercallsaul.txt,6945,de,,RT,Hay lasaÒa en el horno. Debo llegar antes de la hora de dormir.,There's lasagna in the oven and I should be back before bedtime.,
bettercallsaul.txt,6995,de,,MO,De acuerdo. Te veo al rato linda.,See you later sweetie!,
bettercallsaul.txt,6996,al,,IT,De acuerdo. Te veo al rato linda.,See you later sweetie!,
bettercallsaul.txt,7120,de,,CO,Seguro sabes m·s de lo que crees que sabes.,I bet you know more than you think you know.,
bettercallsaul.txt,7175,por,,ID,øSiete por tres?,7 times 3?,
bettercallsaul.txt,7250,por,,ID,Siete por cuatro.,7 times 4?,
bettercallsaul.txt,7475,por,,ID,øSiete por ocho?,7 times 8.,
bettercallsaul.txt,7591,en,,SS,øEn quÈ vamos?,Where we at?,
bettercallsaul.txt,7700,por,,ID,Siete por ocho es 56.,7 times 8 is 56.,
bettercallsaul.txt,7841,en,,SS,øEra bueno en matem·ticas?,Was... Was he good at math?,
bettercallsaul.txt,7990,entre,,RS,Creo que estaba entre ser astronauta y explorador de las profundidades como Jacques Cousteau.,You know I think he went back and forth between an astronaut deep-sea explorer... like Jacques Cousteau.,
bettercallsaul.txt,7995,de,,SP,Creo que estaba entre ser astronauta y explorador de las profundidades como Jacques Cousteau.,You know I think he went back and forth between an astronaut deep-sea explorer... like Jacques Cousteau.,
bettercallsaul.txt,8091,en,,SS,Y en lugar de eso decidiÛ ser policÌa. Como t˙.,So instead my dad decided to be a policeman like you.,
bettercallsaul.txt,8095,de,,,Y en lugar de eso decidiÛ ser policÌa. Como t˙.,So instead my dad decided to be a policeman like you.,
bettercallsaul.txt,8145,de,,,Aseg˙rate de que estÈn parejos.,You make sure those are nice and even.,
bettercallsaul.txt,8516,en,,SS,En su cuarto.,She's in her room.,
bettercallsaul.txt,8575,por,,ID,øPor quÈ?,Why?,
bettercallsaul.txt,8800,por,,ID,øPor quÈ haces eso?,Why you doing that?,
bettercallsaul.txt,8851,para,,DE,La mandÈ para all·.,I sent it down.,
bettercallsaul.txt,9070,de,,,¬°Deja de hacer eso idiota!,Quit that fool!,
bettercallsaul.txt,9145,de,,,¬°Deja de jugar!,Stop playin'.,
bettercallsaul.txt,9345,de,,SP,El lugar de Fairground va muy bien.,Fairground spot's doing really good.,
bettercallsaul.txt,9476,para,,PE,Es demasiado para mÌ.,It's too deep for me.,
bettercallsaul.txt,9616,en,,SS,øY luego te sales en el river?,And then you fold at the river?,
bettercallsaul.txt,9791,en,,SS,Problemas en Fifth Street. Unos vagos dicen que no recibieron el producto.,Problem on Fifth Street some skells saying they didn't get their stuff.,
bettercallsaul.txt,9902,a,,DE,PodrÌamos dispararle a la tuberÌa. Con una pistola.,Maybe we could shoot the pipe like with a gun.,
bettercallsaul.txt,9917,con,,ME,PodrÌamos dispararle a la tuberÌa. Con una pistola.,Maybe we could shoot the pipe like with a gun.,
bettercallsaul.txt,9927,a,,DE,No le dispararemos a nada.,Hey we ain't shooting nothin'.,
bettercallsaul.txt,9950,por,,IN,Bueno pagamos por nuestras cosas asÌ que obtendremos nuestras cosas.,Oh okay. Well we paid for our shit so we're getting our shit.,
bettercallsaul.txt,10101,para,,PU,Para rapear de este tubo.,... so I can rap about this pipe.,
bettercallsaul.txt,10120,de,,TO,Para rapear de este tubo.,... so I can rap about this pipe.,
bettercallsaul.txt,10177,a,,XXXX,Nos van a dar nuestro cristal ¬øno?,Hey we're still gettin' our glass right?,
bettercallsaul.txt,10320,de,,RS,øPuedes bajar de ahÌ?,Wanna come down here?,
bettercallsaul.txt,10702,a,,XXXX,Estos idiotas van a revisar todo.,These assholes are gonna turn the whole place upside down.,
bettercallsaul.txt,11191,en,,ID,¬°Suzanne! Suzanne creo que tenemos algo en com˙n.,Suzanne. Suzanne I think we have something in common.,
bettercallsaul.txt,11216,en,,ID,Suzanne creo que tenemos algo en com˙n.,Suzanne I think we have something in common.,
bettercallsaul.txt,11241,en,,ID,Suzanne creo que tenemos algo en com˙n.,Suzanne I think we have something in common.,
bettercallsaul.txt,11341,en,,SS,øEstoy otra vez en Candid Camera?,"Am I on ""Candid Camera"" again?",
bettercallsaul.txt,11350,por,,ID,No pero por cierto luces genial.,No but by the way you looked great.,
bettercallsaul.txt,11395,de,,TO,Debemos hablar de Bruno Leder.,We gotta talk Bruno Leder.,
bettercallsaul.txt,11470,de,,MO,No estoy de acuerdo.,Ah beg to differ.,
bettercallsaul.txt,11570,de,,,Mi peso ligero sÛlo estaba defendiÈndose de un toro salvaje.,Hey my featherweight was simply defending himself against your raging bull.,
bettercallsaul.txt,11627,a,,DE,Bienvenido a la ley McGill.,Welcome back to the law McGill.,
bettercallsaul.txt,11770,de,,TO,øOye quÈ se dice de mover a Tripp al jueves?,Hey. What's the word on moving Tripp to Thursday?,
bettercallsaul.txt,11771,al,,TD,øOye quÈ se dice de mover a Tripp al jueves?,Hey. What's the word on moving Tripp to Thursday?,
bettercallsaul.txt,11792,con,,CO,Funciona con el calendario.,Mm it works on the calendar.,
bettercallsaul.txt,11876,para,,RE,Adelante. øTienes algo para mÌ?,Hey you got something for me?,
bettercallsaul.txt,12027,a,,,A Su SeÒorÌa no le gusta lo de a barbilla.,Her Honor doth protest a chin pillar.,???
bettercallsaul.txt,12045,de,,,A Su SeÒorÌa no le gusta lo de a barbilla.,Her Honor doth protest a chin pillar.,
bettercallsaul.txt,12052,a,,XXXX,Pero se va a cerrar.,But it's gonna close up.,
bettercallsaul.txt,12091,en,,IT,En toda vida debe caer un poco de lluvia.,Into every life a little rain must fall.,
bettercallsaul.txt,12095,de,,SP,En toda vida debe caer un poco de lluvia.,Into every life a little rain must fall.,
bettercallsaul.txt,12102,a,,ST,Nos vemos en el juzgado 103 a las 2:15.,Meet me outside Courtroom 103 at 2:15.,
bettercallsaul.txt,12116,en,,SS,Nos vemos en el juzgado 103 a las 2:15.,Meet me outside Courtroom 103 at 2:15.,
bettercallsaul.txt,12145,de,,,¬°Mitch! øQuÈ opinas de mover a Tripp al jueves?,Mitch uh what say you to moving Tripp to Thursday?,
bettercallsaul.txt,12146,al,,TD,¬°Mitch! øQuÈ opinas de mover a Tripp al jueves?,Mitch uh what say you to moving Tripp to Thursday?,
bettercallsaul.txt,12370,de,,SO,øDe las alcantarillas?,From the sewer?,
bettercallsaul.txt,12441,en,,IT,En fin vieron lo que vieron. Tu fuerte y joven rufi·n golpeÛ a mi pequeÒa patata.,Anyway they saw what they saw... your beefy if youthful hooligan cold-cock my small potato.,
bettercallsaul.txt,12470,de,,,øQuÈ opinas de suspender sentencia libertad condicional de seis meses y 70 horas de servicio comunitario?,So what do you say uh sentence suspended 6 months probation 70 hours community service?,
bettercallsaul.txt,12516,en,,ID,AsÌ se habla. Suzanne creo que tenemos algo en com˙n. Suzanne creo que tenemos algo en com˙n.,That's the spirit. So... Uh. Suzanne I think we have something in common. Suzanne I think we have something in common.,
bettercallsaul.txt,12646,al,,DE,Volviste al ruedo.,You're back in the saddle.,
bettercallsaul.txt,12870,de,,SP,Parece que ser· uno de nuestros mejores aÒos.,Actually it looks like it's gonna be one of our best years ever.,
bettercallsaul.txt,12876,para,,PU,øEst·s disponible para ir a almorzar un dÌa de estos?,I was wondering any chance you're available for lunch sometime?,
bettercallsaul.txt,12877,a,,XXXX,¬øEst√°s disponible para ir a almorzar un d√≠a de estos?,I was wondering any chance you're available for lunch sometime?,
bettercallsaul.txt,12895,de,,SP,øEst·s disponible para ir a almorzar un dÌa de estos?,I was wondering any chance you're available for lunch sometime?,
bettercallsaul.txt,12966,en,,MO,øEn serio?,Really?,
bettercallsaul.txt,13041,en,,SS,Estoy en el libro.,I'm in the book.,
bettercallsaul.txt,13091,en,,ID,Suzanne tenemos algunas cosas en com˙n.,Suzanne I think we have a few things in common.,
bettercallsaul.txt,13145,de,,SP,Pero sÌ. Al ritmo de 16 casos.,Oh we do to the tune of 16 cases.,
bettercallsaul.txt,13146,al,,MO,Pero sÌ. Al ritmo de 16 casos.,Oh we do to the tune of 16 cases.,
bettercallsaul.txt,13177,a,,DE,øQuÈ tal si hacemos una ronda rel·mpago y llegamos a acuerdos en 20 minutos?,How 'bout we do a lightning round? We'll settle these puppies 20 minutes.,
bettercallsaul.txt,13191,en,,ST,øQuÈ tal si hacemos una ronda rel·mpago y llegamos a acuerdos en 20 minutos?,How 'bout we do a lightning round? We'll settle these puppies 20 minutes.,
bettercallsaul.txt,13267,con,,CO,Pero podrÌamos terminar con eso ahora mismo.,But you know let's get it done right now.,
bettercallsaul.txt,13296,al,,TD,Mejor esperemos al jueves.,How about we wait till next Tuesday?,
bettercallsaul.txt,13367,con,,COM,No te desquites con mis clientes.,Don't take it out on my clients.,
bettercallsaul.txt,13375,por,,TO,No es por tus clientes.,This isn't about your clients.,
bettercallsaul.txt,13400,por,,TO,Es por tu cartera.,This is about your wallet.,
bettercallsaul.txt,13476,para,,PU,Quieres rotar m·s clientes para ganar m·s dinero.,You want to churn through more clients make more money.,
bettercallsaul.txt,13645,de,,MO,De acuerdo.,Okay.,
bettercallsaul.txt,13795,de,,,Lo conozco de hace mucho.,I known him a long time.,
bettercallsaul.txt,14001,para,,RE,Tengo algo mejor para Èl.,I got something much better for him.,
bettercallsaul.txt,14051,para,,PU,Necesito que llames a Beau Bindler y hagas cita para maÒana para prepararlo para la declaraciÛn.,I need you to call Beau Bindler and set a meeting for tomorrow a.m. so we can prep him for the deposition.,
bettercallsaul.txt,14125,por,,CA,El tipo se come por ansiedad.,The guy eats his feelings.,
bettercallsaul.txt,14245,de,,MO,De acuerdo.,Alright.,
bettercallsaul.txt,14292,con,,ME,øTu hermana Nancy atacÛ a tu novia tambiÈn Nancy con un rizador?,Your sister Nancy attacked your girlfriend also named Nancy with a curling iron?,
bettercallsaul.txt,14301,para,,PU,NecesitarÈ que nos veamos para saber a quiÈn represento.,I'm gonna need a face-to-face so I know who I'm representing.,
bettercallsaul.txt,14341,en,,SS,Voy en un elevador.,Look I'm in an elevator.,
bettercallsaul.txt,14352,a,,XXXX,Voy a perder la se√±al.,Now I'm gonna lose you.,
bettercallsaul.txt,14566,en,,SS,Estamos en la parte sur del elevador...,We're in the south bank of the supposedly working elevator...,
bettercallsaul.txt,14600,por,,ID,¬°Por favor!,Please.,
bettercallsaul.txt,14665,entre,,RS,Estamos atorados entre los pisos dos y tres.,We're stuck between floors two and three.,
bettercallsaul.txt,14866,de,,TO,"Damas y caballeros del jurado les pregunto øde quÈ va este juicio en realidad?,",Ladies and gentlemen of the jury I ask you what is this trial really about?,
bettercallsaul.txt,14866,en,,MO,"Damas y caballeros del jurado les pregunto øde quÈ va este juicio en realidad?,",Ladies and gentlemen of the jury I ask you what is this trial really about?,
bettercallsaul.txt,14895,de,,SP,"El Estado lo llama vandalismo pero yo llamo al valiente acto de justicia social de mi cliente 'Libertad de expresiÛn constitucionalmente defendida'"".",The state may call it vandalism but I call my client's brave act of social justice 'constitutionally protected free speech'.,
bettercallsaul.txt,14896,al,,RE,"El Estado lo llama vandalismo pero yo llamo al valiente acto de justicia social de mi cliente 'Libertad de expresiÛn constitucionalmente defendida'"".",The state may call it vandalism but I call my client's brave act of social justice 'constitutionally protected free speech'.,
bettercallsaul.txt,14916,en,,MO,øEn serio?,Really?,
bettercallsaul.txt,14966,en,,MO,øPuedes hacerlo en silencio?,Can you do it silently?,
bettercallsaul.txt,15017,con,,POS,"Mi cliente es un hombre joven con gran entereza moral... Entereza moral.,My client is a man of deep moral fortitude... moral fortitude with a passion for progress"".",,
bettercallsaul.txt,15092,con,,POS,"¬°Un ciudadano dedicado con una voz que debe escucharse!,A dedicated citizen with a voice that needs to ring out!""",,
bettercallsaul.txt,15170,de,,SP,Uno de los casos.,One of the cases.,
bettercallsaul.txt,15195,de,,SP,øDe nuestros casos?,What one of our cases?,
bettercallsaul.txt,15270,de,,SP,øRobo de automÛvil?,Motor vehicle theft?,
bettercallsaul.txt,15291,en,,IS,En circunstancias atenuantes.,With mitigating circumstances.,
bettercallsaul.txt,15300,por,,,øPor ejemplo...?,Such as?,
bettercallsaul.txt,15345,de,,POS,Era la minivan de su tÌa.,It was her aunt's minivan.,
bettercallsaul.txt,15391,en,,SS,Estaba estacionada en la entrada.,It was parked in the driveway.,
bettercallsaul.txt,15452,a,,DE,Buena suerte encontrando a un jurado que no pueda identificarse con eso.,So you know good luck finding a jury that's never been reamed out by a relative.,figurative momentum a la Banic
bettercallsaul.txt,15467,con,,CO,Buena suerte encontrando a un jurado que no pueda identificarse con eso.,So you know good luck finding a jury that's never been reamed out by a relative.,
bettercallsaul.txt,15495,de,,MO,Un aÒo de libertad condicional.,One year probation.,
bettercallsaul.txt,15601,para,,RE,øUn aÒo de supervisiÛn para Drew Kirkman?,So full year supervised for Drew Kirkman?,
bettercallsaul.txt,15620,de,,MO,øUn aÒo de supervisiÛn para Drew Kirkman?,So full year supervised for Drew Kirkman?,
bettercallsaul.txt,15720,de,,MO,øCuatro meses de c·rcel?,Ah. Um four months jail?,
bettercallsaul.txt,15745,de,,SP,øLa doble de vampiros?,The vampire stunt?,
bettercallsaul.txt,15970,de,,MO,Y un delito de cuarto grado.,Plus fourth-degree felony.,
bettercallsaul.txt,15977,a,,SP,øPero retiras el daÒo a propiedad?,Uh but ya uh drop the property damage?,
bettercallsaul.txt,16020,de,,SP,Se quedan los cargos de armas.,Keep the weapons charge.,
bettercallsaul.txt,16045,de,,MO,øCatorce meses de c·rcel?,Uh... 14 months jail.,
bettercallsaul.txt,16077,a,,DE,Y multas a determinar.,Plus fines TBD.,figurative momentum a la Banic
bettercallsaul.txt,16102,a,,DE,Y multas a determinar.,Plus fines TBD.,figurative momentum a la Banic
bettercallsaul.txt,16200,por,,IT,Por fin.,Ugh. Finally.,
bettercallsaul.txt,16301,para,,PU,Nos vemos la prÛxima semana. ¬°Para los ˙ltimos tres!,See you next week for the last three.,
bettercallsaul.txt,16325,por,,RE,øServicios legales por la otra mitad?,Legal services for the other half?,
bettercallsaul.txt,16370,de,,POS,øEl problemita de mi hermano?,So my brother's little problem?,
bettercallsaul.txt,16395,de,,POS,Su historial estar· m·s limpio que los Grandes Èxitos de Doris Day.,"Eh his record will be cleaner than ""Doris Day's Greatest Hits"".",
bettercallsaul.txt,16466,en,,TO,Piensa en todo el bien que har·s.,Think of all the good that you'll do.,
bettercallsaul.txt,16501,para,,RE,Debo irme. Saul Goodman justicia veloz para ti.,I gotta jump. Saul Goodman speedy justice for you.,
bettercallsaul.txt,16616,en,,IT,Es lo que hacÌan los caballeros en los viejos tiempos...,It's uh what knights used to do back in... olden times.,
